0x000020 space
0x00fd19 3270_ChangeScreen
0x00fd1a 3270_DeleteWord
0x00fd1b 3270_ExSelect
0x00fd1c 3270_CursorSelect
0x00fd1d 3270_PrintScreen
0x00fd1e 3270_Enter
0x00fe01 ISO_Lock
0x00fe02 ISO_Level2_Latch
0x00fe03 ISO_Level3_Shift
0x00fe04 ISO_Level3_Latch
0x00fe05 ISO_Level3_Lock
0x00fe06 ISO_Group_Latch
0x00fe07 ISO_Group_Lock
0x00fe08 ISO_Next_Group
0x00fe09 ISO_Next_Group_Lock
0x00fe0a ISO_Prev_Group
0x00fe0b ISO_Prev_Group_Lock
0x00fe0c ISO_First_Group
0x00fe0d ISO_First_Group_Lock
0x00fe0e ISO_Last_Group
0x00fe0f ISO_Last_Group_Lock
0x00fe11 ISO_Level5_Shift
0x00fe12 ISO_Level5_Latch
0x00fe13 ISO_Level5_Lock
0x00fe20 ISO_Left_Tab
0x00fe21 ISO_Move_Line_Up
0x00fe22 ISO_Move_Line_Down
0x00fe23 ISO_Partial_Line_Up
0x00fe24 ISO_Partial_Line_Down
0x00fe25 ISO_Partial_Space_Left
0x00fe26 ISO_Partial_Space_Right
0x00fe27 ISO_Set_Margin_Left
0x00fe28 ISO_Set_Margin_Right
0x00fe29 ISO_Release_Margin_Left
0x00fe2a ISO_Release_Margin_Right
0x00fe2b ISO_Release_Both_Margins
0x00fe2c ISO_Fast_Cursor_Left
0x00fe2d ISO_Fast_Cursor_Right
0x00fe2e ISO_Fast_Cursor_Up
0x00fe2f ISO_Fast_Cursor_Down
0x00fe30 ISO_Continuous_Underline
0x00fe31 ISO_Discontinuous_Underline
0x00fe32 ISO_Emphasize
0x00fe33 ISO_Center_Object
0x00fe34 ISO_Enter
0x00fe50 dead_grave
0x00fe51 dead_acute
0x00fe52 dead_circumflex
0x00fe53 dead_perispomeni
0x00fe53 dead_tilde
0x00fe54 dead_macron
0x00fe55 dead_breve
0x00fe56 dead_abovedot
0x00fe57 dead_diaeresis
0x00fe58 dead_abovering
0x00fe59 dead_doubleacute
0x00fe5a dead_caron
0x00fe5b dead_cedilla
0x00fe5c dead_ogonek
0x00fe5d dead_iota
0x00fe5e dead_voiced_sound
0x00fe5f dead_semivoiced_sound
0x00fe60 dead_belowdot
0x00fe61 dead_hook
0x00fe62 dead_horn
0x00fe63 dead_stroke
0x00fe64 dead_abovecomma
0x00fe64 dead_psili
0x00fe65 dead_abovereversedcomma
0x00fe65 dead_dasia
0x00fe66 dead_doublegrave
0x00fe67 dead_belowring
0x00fe68 dead_belowmacron
0x00fe69 dead_belowcircumflex
0x00fe6a dead_belowtilde
0x00fe6b dead_belowbreve
0x00fe6c dead_belowdiaeresis
0x00fe6d dead_invertedbreve
0x00fe6e dead_belowcomma
0x00fe6f dead_currency
0x00fe70 AccessX_Enable
0x00fe71 AccessX_Feedback_Enable
0x00fe72 RepeatKeys_Enable
0x00fe73 SlowKeys_Enable
0x00fe74 BounceKeys_Enable
0x00fe75 StickyKeys_Enable
0x00fe76 MouseKeys_Enable
0x00fe77 MouseKeys_Accel_Enable
0x00fe78 Overlay1_Enable
0x00fe79 Overlay2_Enable
0x00fe7a AudibleBell_Enable
0x00fe80 dead_a
0x00fe81 dead_A
0x00fe82 dead_e
0x00fe83 dead_E
0x00fe84 dead_i
0x00fe85 dead_I
0x00fe86 dead_o
0x00fe87 dead_O
0x00fe88 dead_u
0x00fe89 dead_U
0x00fe8a dead_small_schwa
0x00fe8b dead_capital_schwa
0x00fe8c dead_greek
0x00fea0 ch
0x00fea1 Ch
0x00fea2 CH
0x00fea3 c_h
0x00fea4 C_h
0x00fea5 C_H
0x00fed0 First_Virtual_Screen
0x00fed1 Prev_Virtual_Screen
0x00fed2 Next_Virtual_Screen
0x00fed4 Last_Virtual_Screen
0x00fed5 Terminate_Server
0x00fee0 Pointer_Left
0x00fee1 Pointer_Right
0x00fee2 Pointer_Up
0x00fee3 Pointer_Down
0x00fee4 Pointer_UpLeft
0x00fee5 Pointer_UpRight
0x00fee6 Pointer_DownLeft
0x00fee7 Pointer_DownRight
0x00fee8 Pointer_Button_Dflt
0x00fee9 Pointer_Button1
0x00feea Pointer_Button2
0x00feeb Pointer_Button3
0x00feec Pointer_Button4
0x00feed Pointer_Button5
0x00feee Pointer_DblClick_Dflt
0x00feef Pointer_DblClick1
0x00fef0 Pointer_DblClick2
0x00fef1 Pointer_DblClick3
0x00fef2 Pointer_DblClick4
0x00fef3 Pointer_DblClick5
0x00fef4 Pointer_Drag_Dflt
0x00fef5 Pointer_Drag1
0x00fef6 Pointer_Drag2
0x00fef7 Pointer_Drag3
0x00fef8 Pointer_Drag4
0x00fef9 Pointer_EnableKeys
0x00fefa Pointer_Accelerate
0x00fefb Pointer_DfltBtnNext
0x00fefc Pointer_DfltBtnPrev
0x00fefd Pointer_Drag5
0x00ff08 BackSpace
0x00ff09 Tab
0x00ff0a Linefeed
0x00ff0b Clear
0x00ff0d Return
0x00ff13 Pause
0x00ff14 Scroll_Lock
0x00ff15 Sys_Req
0x00ff1b Escape
0x00ff20 Multi_key
0x00ff21 Kanji
0x00ff22 Muhenkan
0x00ff23 Henkan
0x00ff23 Henkan_Mode
0x00ff24 Romaji
0x00ff25 Hiragana
0x00ff26 Katakana
0x00ff27 Hiragana_Katakana
0x00ff28 Zenkaku
0x00ff29 Hankaku
0x00ff2a Zenkaku_Hankaku
0x00ff2b Touroku
0x00ff2c Massyo
0x00ff2d Kana_Lock
0x00ff2e Kana_Shift
0x00ff2f Eisu_Shift
0x00ff30 Eisu_toggle
0x00ff31 Hangul
0x00ff32 Hangul_Start
0x00ff33 Hangul_End
0x00ff34 Hangul_Hanja
0x00ff35 Hangul_Jamo
0x00ff36 Hangul_Romaja
0x00ff37 Codeinput
0x00ff37 Hangul_Codeinput
0x00ff37 Kanji_Bangou
0x00ff38 Hangul_Jeonja
0x00ff39 Hangul_Banja
0x00ff3a Hangul_PreHanja
0x00ff3b Hangul_PostHanja
0x00ff3c Hangul_SingleCandidate
0x00ff3c SingleCandidate
0x00ff3d Hangul_MultipleCandidate
0x00ff3d MultipleCandidate
0x00ff3d Zen_Koho
0x00ff3e Hangul_PreviousCandidate
0x00ff3e Mae_Koho
0x00ff3e PreviousCandidate
0x00ff3f Hangul_Special
0x00ff50 Home
0x00ff51 Left
0x00ff52 Up
0x00ff53 Right
0x00ff54 Down
0x00ff55 Page_Up
0x00ff55 Prior
0x00ff56 Page_Down
0x00ff56 Next
0x00ff57 End
0x00ff58 Begin
0x00ff60 Select
0x00ff61 Print
0x00ff62 Execute
0x00ff63 Insert
0x00ff65 Undo
0x00ff66 Redo
0x00ff67 Menu
0x00ff68 Find
0x00ff69 Cancel
0x00ff6a Help
0x00ff6b Break
0x00ff7e Arabic_switch
0x00ff7e Greek_switch
0x00ff7e Hangul_switch
0x00ff7e Hebrew_switch
0x00ff7e ISO_Group_Shift
0x00ff7e kana_switch
0x00ff7e Mode_switch
0x00ff7e script_switch
0x00ff7f Num_Lock
0x00ff80 KP_Space
0x00ff89 KP_Tab
0x00ff8d KP_Enter
0x00ff91 KP_F1
0x00ff92 KP_F2
0x00ff93 KP_F3
0x00ff94 KP_F4
0x00ff95 KP_Home
0x00ff96 KP_Left
0x00ff97 KP_Up
0x00ff98 KP_Right
0x00ff99 KP_Down
0x00ff9a KP_Page_Up
0x00ff9a KP_Prior
0x00ff9b KP_Next
0x00ff9b KP_Page_Down
0x00ff9c KP_End
0x00ff9d KP_Begin
0x00ff9e KP_Insert
0x00ff9f KP_Delete
0x00ffaa KP_Multiply
0x00ffab KP_Add
0x00ffac KP_Separator
0x00ffad KP_Subtract
0x00ffae KP_Decimal
0x00ffaf KP_Divide
0x00ffb0 KP_0
0x00ffb1 KP_1
0x00ffb2 KP_2
0x00ffb3 KP_3
0x00ffb4 KP_4
0x00ffb5 KP_5
0x00ffb6 KP_6
0x00ffb7 KP_7
0x00ffb8 KP_8
0x00ffb9 KP_9
0x00ffbd KP_Equal
0x00ffbe F1
0x00ffbf F2
0x00ffc0 F3
0x00ffc1 F4
0x00ffc2 F5
0x00ffc3 F6
0x00ffc4 F7
0x00ffc5 F8
0x00ffc6 F9
0x00ffc7 F10
0x00ffc8 F11
0x00ffc8 L1
0x00ffc9 F12
0x00ffc9 L2
0x00ffca F13
0x00ffca L3
0x00ffcb F14
0x00ffcb L4
0x00ffcc F15
0x00ffcc L5
0x00ffcd F16
0x00ffcd L6
0x00ffce F17
0x00ffce L7
0x00ffcf F18
0x00ffcf L8
0x00ffd0 F19
0x00ffd0 L9
0x00ffd1 F20
0x00ffd1 L10
0x00ffd2 F21
0x00ffd2 R1
0x00ffd3 F22
0x00ffd3 R2
0x00ffd4 F23
0x00ffd4 R3
0x00ffd5 F24
0x00ffd5 R4
0x00ffd6 F25
0x00ffd6 R5
0x00ffd7 F26
0x00ffd7 R6
0x00ffd8 F27
0x00ffd8 R7
0x00ffd9 F28
0x00ffd9 R8
0x00ffda F29
0x00ffda R9
0x00ffdb F30
0x00ffdb R10
0x00ffdc F31
0x00ffdc R11
0x00ffdd F32
0x00ffdd R12
0x00ffde F33
0x00ffde R13
0x00ffdf F34
0x00ffdf R14
0x00ffe0 F35
0x00ffe0 R15
0x00ffe1 Shift_L
0x00ffe2 Shift_R
0x00ffe3 Control_L
0x00ffe4 Control_R
0x00ffe5 Caps_Lock
0x00ffe6 Shift_Lock
0x00ffe7 Meta_L
0x00ffe8 Meta_R
0x00ffe9 Alt_L
0x00ffea Alt_R
0x00ffeb Super_L
0x00ffec Super_R
0x00ffed Hyper_L
0x00ffee Hyper_R
0x00fff1 braille_dot_1
0x00fff2 braille_dot_2
0x00fff3 braille_dot_3
0x00fff4 braille_dot_4
0x00fff5 braille_dot_5
0x00fff6 braille_dot_6
0x00fff7 braille_dot_7
0x00fff8 braille_dot_8
0x00fff9 braille_dot_9
0x00fffa braille_dot_10
0x00ffff Delete
0x100012c Ibreve
0x100012d ibreve
0x1000174 Wcircumflex
0x1000175 wcircumflex
0x1000176 Ycircumflex
0x1000177 ycircumflex
0x100018f SCHWA
0x100019f Obarred
0x10001a0 Ohorn
0x10001a1 ohorn
0x10001af Uhorn
0x10001b0 uhorn
0x10001b5 Zstroke
0x10001b6 zstroke
0x10001b7 EZH
0x10001d1 Ocaron
0x10001d2 ocaron
0x10001e6 Gcaron
0x10001e7 gcaron
0x1000259 schwa
0x1000275 obarred
0x1000292 ezh
0x1000492 Cyrillic_GHE_bar
0x1000493 Cyrillic_ghe_bar
0x1000496 Cyrillic_ZHE_descender
0x1000497 Cyrillic_zhe_descender
0x100049a Cyrillic_KA_descender
0x100049b Cyrillic_ka_descender
0x100049c Cyrillic_KA_vertstroke
0x100049d Cyrillic_ka_vertstroke
0x10004a2 Cyrillic_EN_descender
0x10004a3 Cyrillic_en_descender
0x10004ae Cyrillic_U_straight
0x10004af Cyrillic_u_straight
0x10004b0 Cyrillic_U_straight_bar
0x10004b1 Cyrillic_u_straight_bar
0x10004b2 Cyrillic_HA_descender
0x10004b3 Cyrillic_ha_descender
0x10004b6 Cyrillic_CHE_descender
0x10004b7 Cyrillic_che_descender
0x10004b8 Cyrillic_CHE_vertstroke
0x10004b9 Cyrillic_che_vertstroke
0x10004ba Cyrillic_SHHA
0x10004bb Cyrillic_shha
0x10004d8 Cyrillic_SCHWA
0x10004d9 Cyrillic_schwa
0x10004e2 Cyrillic_I_macron
0x10004e3 Cyrillic_i_macron
0x10004e8 Cyrillic_O_bar
0x10004e9 Cyrillic_o_bar
0x10004ee Cyrillic_U_macron
0x10004ef Cyrillic_u_macron
0x1000531 Armenian_AYB
0x1000532 Armenian_BEN
0x1000533 Armenian_GIM
0x1000534 Armenian_DA
0x1000535 Armenian_YECH
0x1000536 Armenian_ZA
0x1000537 Armenian_E
0x1000538 Armenian_AT
0x1000539 Armenian_TO
0x100053a Armenian_ZHE
0x100053b Armenian_INI
0x100053c Armenian_LYUN
0x100053d Armenian_KHE
0x100053e Armenian_TSA
0x100053f Armenian_KEN
0x1000540 Armenian_HO
0x1000541 Armenian_DZA
0x1000542 Armenian_GHAT
0x1000543 Armenian_TCHE
0x1000544 Armenian_MEN
0x1000545 Armenian_HI
0x1000546 Armenian_NU
0x1000547 Armenian_SHA
0x1000548 Armenian_VO
0x1000549 Armenian_CHA
0x100054a Armenian_PE
0x100054b Armenian_JE
0x100054c Armenian_RA
0x100054d Armenian_SE
0x100054e Armenian_VEV
0x100054f Armenian_TYUN
0x1000550 Armenian_RE
0x1000551 Armenian_TSO
0x1000552 Armenian_VYUN
0x1000553 Armenian_PYUR
0x1000554 Armenian_KE
0x1000555 Armenian_O
0x1000556 Armenian_FE
0x100055a Armenian_apostrophe
0x100055b Armenian_accent
0x100055b Armenian_shesht
0x100055c Armenian_amanak
0x100055c Armenian_exclam
0x100055d Armenian_but
0x100055d Armenian_separation_mark
0x100055e Armenian_paruyk
0x100055e Armenian_question
0x1000561 Armenian_ayb
0x1000562 Armenian_ben
0x1000563 Armenian_gim
0x1000564 Armenian_da
0x1000565 Armenian_yech
0x1000566 Armenian_za
0x1000567 Armenian_e
0x1000568 Armenian_at
0x1000569 Armenian_to
0x100056a Armenian_zhe
0x100056b Armenian_ini
0x100056c Armenian_lyun
0x100056d Armenian_khe
0x100056e Armenian_tsa
0x100056f Armenian_ken
0x1000570 Armenian_ho
0x1000571 Armenian_dza
0x1000572 Armenian_ghat
0x1000573 Armenian_tche
0x1000574 Armenian_men
0x1000575 Armenian_hi
0x1000576 Armenian_nu
0x1000577 Armenian_sha
0x1000578 Armenian_vo
0x1000579 Armenian_cha
0x100057a Armenian_pe
0x100057b Armenian_je
0x100057c Armenian_ra
0x100057d Armenian_se
0x100057e Armenian_vev
0x100057f Armenian_tyun
0x1000580 Armenian_re
0x1000581 Armenian_tso
0x1000582 Armenian_vyun
0x1000583 Armenian_pyur
0x1000584 Armenian_ke
0x1000585 Armenian_o
0x1000586 Armenian_fe
0x1000587 Armenian_ligature_ew
0x1000589 Armenian_full_stop
0x1000589 Armenian_verjaket
0x100058a Armenian_hyphen
0x100058a Armenian_yentamna
0x1000653 Arabic_madda_above
0x1000654 Arabic_hamza_above
0x1000655 Arabic_hamza_below
0x1000660 Arabic_0
0x1000661 Arabic_1
0x1000662 Arabic_2
0x1000663 Arabic_3
0x1000664 Arabic_4
0x1000665 Arabic_5
0x1000666 Arabic_6
0x1000667 Arabic_7
0x1000668 Arabic_8
0x1000669 Arabic_9
0x100066a Arabic_percent
0x1000670 Arabic_superscript_alef
0x1000679 Arabic_tteh
0x100067e Arabic_peh
0x1000686 Arabic_tcheh
0x1000688 Arabic_ddal
0x1000691 Arabic_rreh
0x1000698 Arabic_jeh
0x10006a4 Arabic_veh
0x10006a9 Arabic_keheh
0x10006af Arabic_gaf
0x10006ba Arabic_noon_ghunna
0x10006be Arabic_heh_doachashmee
0x10006c1 Arabic_heh_goal
0x10006cc Arabic_farsi_yeh
0x10006cc Farsi_yeh
0x10006d2 Arabic_yeh_baree
0x10006d4 Arabic_fullstop
0x10006f0 Farsi_0
0x10006f1 Farsi_1
0x10006f2 Farsi_2
0x10006f3 Farsi_3
0x10006f4 Farsi_4
0x10006f5 Farsi_5
0x10006f6 Farsi_6
0x10006f7 Farsi_7
0x10006f8 Farsi_8
0x10006f9 Farsi_9
0x1000d82 Sinh_ng
0x1000d83 Sinh_h2
0x1000d85 Sinh_a
0x1000d86 Sinh_aa
0x1000d87 Sinh_ae
0x1000d88 Sinh_aee
0x1000d89 Sinh_i
0x1000d8a Sinh_ii
0x1000d8b Sinh_u
0x1000d8c Sinh_uu
0x1000d8d Sinh_ri
0x1000d8e Sinh_rii
0x1000d8f Sinh_lu
0x1000d90 Sinh_luu
0x1000d91 Sinh_e
0x1000d92 Sinh_ee
0x1000d93 Sinh_ai
0x1000d94 Sinh_o
0x1000d95 Sinh_oo
0x1000d96 Sinh_au
0x1000d9a Sinh_ka
0x1000d9b Sinh_kha
0x1000d9c Sinh_ga
0x1000d9d Sinh_gha
0x1000d9e Sinh_ng2
0x1000d9f Sinh_nga
0x1000da0 Sinh_ca
0x1000da1 Sinh_cha
0x1000da2 Sinh_ja
0x1000da3 Sinh_jha
0x1000da4 Sinh_nya
0x1000da5 Sinh_jnya
0x1000da6 Sinh_nja
0x1000da7 Sinh_tta
0x1000da8 Sinh_ttha
0x1000da9 Sinh_dda
0x1000daa Sinh_ddha
0x1000dab Sinh_nna
0x1000dac Sinh_ndda
0x1000dad Sinh_tha
0x1000dae Sinh_thha
0x1000daf Sinh_dha
0x1000db0 Sinh_dhha
0x1000db1 Sinh_na
0x1000db3 Sinh_ndha
0x1000db4 Sinh_pa
0x1000db5 Sinh_pha
0x1000db6 Sinh_ba
0x1000db7 Sinh_bha
0x1000db8 Sinh_ma
0x1000db9 Sinh_mba
0x1000dba Sinh_ya
0x1000dbb Sinh_ra
0x1000dbd Sinh_la
0x1000dc0 Sinh_va
0x1000dc1 Sinh_sha
0x1000dc2 Sinh_ssha
0x1000dc3 Sinh_sa
0x1000dc4 Sinh_ha
0x1000dc5 Sinh_lla
0x1000dc6 Sinh_fa
0x1000dca Sinh_al
0x1000dcf Sinh_aa2
0x1000dd0 Sinh_ae2
0x1000dd1 Sinh_aee2
0x1000dd2 Sinh_i2
0x1000dd3 Sinh_ii2
0x1000dd4 Sinh_u2
0x1000dd6 Sinh_uu2
0x1000dd8 Sinh_ru2
0x1000dd9 Sinh_e2
0x1000dda Sinh_ee2
0x1000ddb Sinh_ai2
0x1000ddc Sinh_o2
0x1000ddd Sinh_oo2
0x1000dde Sinh_au2
0x1000ddf Sinh_lu2
0x1000df2 Sinh_ruu2
0x1000df3 Sinh_luu2
0x1000df4 Sinh_kunddaliya
0x10010d0 Georgian_an
0x10010d1 Georgian_ban
0x10010d2 Georgian_gan
0x10010d3 Georgian_don
0x10010d4 Georgian_en
0x10010d5 Georgian_vin
0x10010d6 Georgian_zen
0x10010d7 Georgian_tan
0x10010d8 Georgian_in
0x10010d9 Georgian_kan
0x10010da Georgian_las
0x10010db Georgian_man
0x10010dc Georgian_nar
0x10010dd Georgian_on
0x10010de Georgian_par
0x10010df Georgian_zhar
0x10010e0 Georgian_rae
0x10010e1 Georgian_san
0x10010e2 Georgian_tar
0x10010e3 Georgian_un
0x10010e4 Georgian_phar
0x10010e5 Georgian_khar
0x10010e6 Georgian_ghan
0x10010e7 Georgian_qar
0x10010e8 Georgian_shin
0x10010e9 Georgian_chin
0x10010ea Georgian_can
0x10010eb Georgian_jil
0x10010ec Georgian_cil
0x10010ed Georgian_char
0x10010ee Georgian_xan
0x10010ef Georgian_jhan
0x10010f0 Georgian_hae
0x10010f1 Georgian_he
0x10010f2 Georgian_hie
0x10010f3 Georgian_we
0x10010f4 Georgian_har
0x10010f5 Georgian_hoe
0x10010f6 Georgian_fi
0x1001e02 Babovedot
0x1001e03 babovedot
0x1001e0a Dabovedot
0x1001e0b dabovedot
0x1001e1e Fabovedot
0x1001e1f fabovedot
0x1001e36 Lbelowdot
0x1001e37 lbelowdot
0x1001e40 Mabovedot
0x1001e41 mabovedot
0x1001e56 Pabovedot
0x1001e57 pabovedot
0x1001e60 Sabovedot
0x1001e61 sabovedot
0x1001e6a Tabovedot
0x1001e6b tabovedot
0x1001e80 Wgrave
0x1001e81 wgrave
0x1001e82 Wacute
0x1001e83 wacute
0x1001e84 Wdiaeresis
0x1001e85 wdiaeresis
0x1001e8a Xabovedot
0x1001e8b xabovedot
0x1001ea0 Abelowdot
0x1001ea1 abelowdot
0x1001ea2 Ahook
0x1001ea3 ahook
0x1001ea4 Acircumflexacute
0x1001ea5 acircumflexacute
0x1001ea6 Acircumflexgrave
0x1001ea7 acircumflexgrave
0x1001ea8 Acircumflexhook
0x1001ea9 acircumflexhook
0x1001eaa Acircumflextilde
0x1001eab acircumflextilde
0x1001eac Acircumflexbelowdot
0x1001ead acircumflexbelowdot
0x1001eae Abreveacute
0x1001eaf abreveacute
0x1001eb0 Abrevegrave
0x1001eb1 abrevegrave
0x1001eb2 Abrevehook
0x1001eb3 abrevehook
0x1001eb4 Abrevetilde
0x1001eb5 abrevetilde
0x1001eb6 Abrevebelowdot
0x1001eb7 abrevebelowdot
0x1001eb8 Ebelowdot
0x1001eb9 ebelowdot
0x1001eba Ehook
0x1001ebb ehook
0x1001ebc Etilde
0x1001ebd etilde
0x1001ebe Ecircumflexacute
0x1001ebf ecircumflexacute
0x1001ec0 Ecircumflexgrave
0x1001ec1 ecircumflexgrave
0x1001ec2 Ecircumflexhook
0x1001ec3 ecircumflexhook
0x1001ec4 Ecircumflextilde
0x1001ec5 ecircumflextilde
0x1001ec6 Ecircumflexbelowdot
0x1001ec7 ecircumflexbelowdot
0x1001ec8 Ihook
0x1001ec9 ihook
0x1001eca Ibelowdot
0x1001ecb ibelowdot
0x1001ecc Obelowdot
0x1001ecd obelowdot
0x1001ece Ohook
0x1001ecf ohook
0x1001ed0 Ocircumflexacute
0x1001ed1 ocircumflexacute
0x1001ed2 Ocircumflexgrave
0x1001ed3 ocircumflexgrave
0x1001ed4 Ocircumflexhook
0x1001ed5 ocircumflexhook
0x1001ed6 Ocircumflextilde
0x1001ed7 ocircumflextilde
0x1001ed8 Ocircumflexbelowdot
0x1001ed9 ocircumflexbelowdot
0x1001eda Ohornacute
0x1001edb ohornacute
0x1001edc Ohorngrave
0x1001edd ohorngrave
0x1001ede Ohornhook
0x1001edf ohornhook
0x1001ee0 Ohorntilde
0x1001ee1 ohorntilde
0x1001ee2 Ohornbelowdot
0x1001ee3 ohornbelowdot
0x1001ee4 Ubelowdot
0x1001ee5 ubelowdot
0x1001ee6 Uhook
0x1001ee7 uhook
0x1001ee8 Uhornacute
0x1001ee9 uhornacute
0x1001eea Uhorngrave
0x1001eeb uhorngrave
0x1001eec Uhornhook
0x1001eed uhornhook
0x1001eee Uhorntilde
0x1001eef uhorntilde
0x1001ef0 Uhornbelowdot
0x1001ef1 uhornbelowdot
0x1001ef2 Ygrave
0x1001ef3 ygrave
0x1001ef4 Ybelowdot
0x1001ef5 ybelowdot
0x1001ef6 Yhook
0x1001ef7 yhook
0x1001ef8 Ytilde
0x1001ef9 ytilde
0x1002070 zerosuperior
0x1002074 foursuperior
0x1002075 fivesuperior
0x1002076 sixsuperior
0x1002077 sevensuperior
0x1002078 eightsuperior
0x1002079 ninesuperior
0x1002080 zerosubscript
0x1002081 onesubscript
0x1002082 twosubscript
0x1002083 threesubscript
0x1002084 foursubscript
0x1002085 fivesubscript
0x1002086 sixsubscript
0x1002087 sevensubscript
0x1002088 eightsubscript
0x1002089 ninesubscript
0x10020a0 EcuSign
0x10020a1 ColonSign
0x10020a2 CruzeiroSign
0x10020a3 FFrancSign
0x10020a4 LiraSign
0x10020a5 MillSign
0x10020a6 NairaSign
0x10020a7 PesetaSign
0x10020a8 RupeeSign
0x10020a9 WonSign
0x10020aa NewSheqelSign
0x10020ab DongSign
0x1002202 partdifferential
0x1002205 emptyset
0x1002208 elementof
0x1002209 notelementof
0x100220b containsas
0x100221a squareroot
0x100221b cuberoot
0x100221c fourthroot
0x100222c dintegral
0x100222d tintegral
0x1002235 because
0x1002247 notapproxeq
0x1002248 approxeq
0x1002262 notidentical
0x1002263 stricteq
0x1002800 braille_blank
0x1002801 braille_dots_1
0x1002802 braille_dots_2
0x1002803 braille_dots_12
0x1002804 braille_dots_3
0x1002805 braille_dots_13
0x1002806 braille_dots_23
0x1002807 braille_dots_123
0x1002808 braille_dots_4
0x1002809 braille_dots_14
0x100280a braille_dots_24
0x100280b braille_dots_124
0x100280c braille_dots_34
0x100280d braille_dots_134
0x100280e braille_dots_234
0x100280f braille_dots_1234
0x1002810 braille_dots_5
0x1002811 braille_dots_15
0x1002812 braille_dots_25
0x1002813 braille_dots_125
0x1002814 braille_dots_35
0x1002815 braille_dots_135
0x1002816 braille_dots_235
0x1002817 braille_dots_1235
0x1002818 braille_dots_45
0x1002819 braille_dots_145
0x100281a braille_dots_245
0x100281b braille_dots_1245
0x100281c braille_dots_345
0x100281d braille_dots_1345
0x100281e braille_dots_2345
0x100281f braille_dots_12345
0x1002820 braille_dots_6
0x1002821 braille_dots_16
0x1002822 braille_dots_26
0x1002823 braille_dots_126
0x1002824 braille_dots_36
0x1002825 braille_dots_136
0x1002826 braille_dots_236
0x1002827 braille_dots_1236
0x1002828 braille_dots_46
0x1002829 braille_dots_146
0x100282a braille_dots_246
0x100282b braille_dots_1246
0x100282c braille_dots_346
0x100282d braille_dots_1346
0x100282e braille_dots_2346
0x100282f braille_dots_12346
0x1002830 braille_dots_56
0x1002831 braille_dots_156
0x1002832 braille_dots_256
0x1002833 braille_dots_1256
0x1002834 braille_dots_356
0x1002835 braille_dots_1356
0x1002836 braille_dots_2356
0x1002837 braille_dots_12356
0x1002838 braille_dots_456
0x1002839 braille_dots_1456
0x100283a braille_dots_2456
0x100283b braille_dots_12456
0x100283c braille_dots_3456
0x100283d braille_dots_13456
0x100283e braille_dots_23456
0x100283f braille_dots_123456
0x1002840 braille_dots_7
0x1002841 braille_dots_17
0x1002842 braille_dots_27
0x1002843 braille_dots_127
0x1002844 braille_dots_37
0x1002845 braille_dots_137
0x1002846 braille_dots_237
0x1002847 braille_dots_1237
0x1002848 braille_dots_47
0x1002849 braille_dots_147
0x100284a braille_dots_247
0x100284b braille_dots_1247
0x100284c braille_dots_347
0x100284d braille_dots_1347
0x100284e braille_dots_2347
0x100284f braille_dots_12347
0x1002850 braille_dots_57
0x1002851 braille_dots_157
0x1002852 braille_dots_257
0x1002853 braille_dots_1257
0x1002854 braille_dots_357
0x1002855 braille_dots_1357
0x1002856 braille_dots_2357
0x1002857 braille_dots_12357
0x1002858 braille_dots_457
0x1002859 braille_dots_1457
0x100285a braille_dots_2457
0x100285b braille_dots_12457
0x100285c braille_dots_3457
0x100285d braille_dots_13457
0x100285e braille_dots_23457
0x100285f braille_dots_123457
0x1002860 braille_dots_67
0x1002861 braille_dots_167
0x1002862 braille_dots_267
0x1002863 braille_dots_1267
0x1002864 braille_dots_367
0x1002865 braille_dots_1367
0x1002866 braille_dots_2367
0x1002867 braille_dots_12367
0x1002868 braille_dots_467
0x1002869 braille_dots_1467
0x100286a braille_dots_2467
0x100286b braille_dots_12467
0x100286c braille_dots_3467
0x100286d braille_dots_13467
0x100286e braille_dots_23467
0x100286f braille_dots_123467
0x1002870 braille_dots_567
0x1002871 braille_dots_1567
0x1002872 braille_dots_2567
0x1002873 braille_dots_12567
0x1002874 braille_dots_3567
0x1002875 braille_dots_13567
0x1002876 braille_dots_23567
0x1002877 braille_dots_123567
0x1002878 braille_dots_4567
0x1002879 braille_dots_14567
0x100287a braille_dots_24567
0x100287b braille_dots_124567
0x100287c braille_dots_34567
0x100287d braille_dots_134567
0x100287e braille_dots_234567
0x100287f braille_dots_1234567
0x1002880 braille_dots_8
0x1002881 braille_dots_18
0x1002882 braille_dots_28
0x1002883 braille_dots_128
0x1002884 braille_dots_38
0x1002885 braille_dots_138
0x1002886 braille_dots_238
0x1002887 braille_dots_1238
0x1002888 braille_dots_48
0x1002889 braille_dots_148
0x100288a braille_dots_248
0x100288b braille_dots_1248
0x100288c braille_dots_348
0x100288d braille_dots_1348
0x100288e braille_dots_2348
0x100288f braille_dots_12348
0x1002890 braille_dots_58
0x1002891 braille_dots_158
0x1002892 braille_dots_258
0x1002893 braille_dots_1258
0x1002894 braille_dots_358
0x1002895 braille_dots_1358
0x1002896 braille_dots_2358
0x1002897 braille_dots_12358
0x1002898 braille_dots_458
0x1002899 braille_dots_1458
0x100289a braille_dots_2458
0x100289b braille_dots_12458
0x100289c braille_dots_3458
0x100289d braille_dots_13458
0x100289e braille_dots_23458
0x100289f braille_dots_123458
